CD4	CD8	Erythrocyte	Macrophage	memory_B_cell	Monocyte	naive_B_cell	Neutrophil	NK_cell	Plasmocyte	Platelet
RPL8	160.6839489	35.2525755	1.5904235	10.9364754	112.1850117	27.3734791	54.8552925	0.6911069	12.9991344	72.2008197	33.3556485
RPL9	134.571733	33.6262877	0.6245708	8.2991803	75.3676815	27.52733	36.2657436	0.9523415	13.2518754	50.4221311	4.8995816
RPLP0	86.6467803	17.2845471	0.4753911	9.7377049	36.7599532	15.7137298	18.4774453	0.2620624	5.0799192	65.4221311	8.0125523
RPS10P7	0.2651515152	0.0138543517	0.0001907669	0.006147541	0.0444964871	0.0253227101	0.0125055828	0.0526253548	0.0066358915	0.0594262295	0.0041841004
RPS12	225.6112689	51.9801066	9.4227394	22.8114754	104.7482436	40.0442839	53.8401072	0.9230132	21.6921523	103.1454918	13.9205021
RPS13	169.9462595	36.2895204	0.8018886	18.3319672	106.6838407	36.1254401	52.0701206	0.717597	13.8496826	60.7602459	5.8200837
RPS15AP24	0.9412878788	0.0234458259	0.0004769172	0.0081967213	0.0281030445	0.012476067	0.011165699	0.001064333	0.0083669937	0.012295082	0.0041841004
RPS18	462.149858	97.7055062	1.4065242	13.375	292.1533958	41.4128837	103.8874498	0.5972091	27.558569	144.3872951	16.41841
RPS21	59.1205019	19.5651865	0.4995231	11.0901639	43.9672131	19.3246248	23.3077267	0.5650426	8.9815349	64.8504098	4.8200837
RPS23	114.9741951	36.9865009	0.6314384	15.6905738	90.557377	31.5836576	41.2836088	0.7103832	16.3341027	78.0860656	8.1213389
RPS2P46	2.720643939	0.391829485	0.013735216	0.00204918	0.792740047	0.085911926	0.565877624	0.001773888	0.097807271	0.06352459	0.0041841
RPS2P5	26.92613636	4.36909414	0.1175124	0.4795082	9.08899297	0.48403434	5.72443055	0.00603122	1.06982112	0.26639344	0.05020921
RPS2P55	1.0258049242	0.1563055062	0.0007630675	0	0.387587822	0.199246495	0.2112550246	0.0049668874	0.0372186959	0.012295082	0
RPS3AP26	3.233191288	0.488809947	0.005913773	0.004098361	1.179156909	0.194243716	0.681107637	0.003784295	0.146855164	0.008196721	0.066945607
RPS3AP7	0.0388257576	0.0131438721	0.0001907669	0	0.018735363	0.0066703724	0.0080393033	0.0001182592	0.0014425851	0	0
RPS4X	198.982718	53.425577	1.508298	14.110656	79.880562	32.053301	39.014292	0.46807	20.100115	90.733607	8.217573
RPS4Y1	0.53314394	0.52539964	0.03300267	0	1.58313817	0.68315731	0.86288522	0.12890255	0.44806694	2.28483607	0.21338912
RPS6KA5	2.116950758	0.481349911	0.005341473	0.047131148	1.592505855	0.201655241	1.765073694	0.16922895	0.440276976	0.604508197	0.050209205
RPS8	136.690578	32.849378	1.09195	20.85041	104.384075	39.884071	48.15632	1.153855	15.360935	120.104508	9.493724
RRAGD	0.119318182	0.019538188	0.00276612	0.032786885	0.016393443	0.149095176	0.008932559	0.203405866	0.008078477	0.165983607	0.054393305
RRAS2	0.3783143939	1.1168738899	0.0036245708	0	3.5444964871	0.0058674572	1.7570343904	0.0008278146	1.60271206	0.6393442623	0.0209205021
RRM2	0.47750947	1.056483126	0.092712705	0	0.007025761	0.005682169	0.003573024	0.03358562	0.057991922	7.661885246	0.192468619
RSU1	11.0333807	3.5694494	1.8746662	0.3586066	1.2271663	1.176209	1.2925413	0.1830653	2.3188113	1.0942623	222.8786611
RTKN2	1.6162405303	0.031616341	0.0006676841	0	0.0046838407	0.0031498981	0.0049129075	0.0005912961	0.0017311021	0.0225409836	0.0083682008
RTN3	6.76988636	2.27246892	0.08536818	0.73360656	0.44028103	4.1846705	1.14783385	3.02128666	1.82169648	3.06147541	152.81589958
RUFY1	1.8650568	0.3737123	0.1194201	0.147541	0.6885246	1.0416898	1.7690933	0.1205061	0.3828621	0.817623	340.0627615
RUNX2	2.17282197	1.376909414	0.003529187	0.022540984	0.010538642	0.106602433	0.00446628	0.062913907	0.555683785	0.577868852	0.0041841
RUNX3	4.094223485	9.214209591	0.024227394	0.092213115	4.605386417	0.279599778	0.422510049	0.006859035	5.912002308	1.008196721	0.008368201
RYR1	0.0082859848	0.0110124334	0.1055894697	0.0020491803	0.018735363	0.0144524736	0.000446628	0.0004730369	0.0028851702	0.0225409836	0.0083682008
S100A10	44.5729167	19.1619893	0.4793972	11.3872951	11.6557377	27.8885183	3.5408665	0.1626064	6.4345066	9.3258197	7.1757322
S100A11	31.7355587	9.6373002	0.5640977	9.0409836	5.8114754	27.445865	1.1808843	25.8986518	2.7928448	3.8831967	1.2384937
S100A8	6.300426	11.445115	5.898321	93.64959	5.798595	232.335433	3.555159	292.12429	13.778996	25.317623	13.401674
S100P	0.48579545	0.1250444	0.09929416	0	0.3676815	0.5215243	0.0334971	8.49775307	0.13819965	0.40983607	0.26778243
S100PBP	2.662405303	1.468916519	0.007916826	0.100409836	1.378220141	0.620159348	0.597141581	0.085737938	2.324293133	0.807377049	0.025104603
S1PR1	13.027225379	3.293783304	0.004101488	0.008196721	4.029274005	0.06682725	4.21661456	0.09602649	1.600692441	0.625	0
S1PR5	0.0044981061	4.8362344583	0.0057230065	0	0.0023419204	0.0045086777	0.0035730237	0.0007095553	3.0481823428	0.0143442623	0.0125523013
SAMD3	7.518939394	6.152042629	0.006962991	0	0.015222482	0.009882033	0.007146047	0.001064333	5.163589152	0.268442623	0.008368201
SAMSN1	5.43323864	3.2330373	0.02975963	0.36885246	0.8618267	2.17565314	0.12684234	2.15267266	0.2847663	1.16598361	0.13389121
SAP30.DT	0.753787879	0.473179396	0.003433804	0.071721311	0.026932084	0.287752455	0.073693613	0.011944182	0.022215811	0.071721311	0.016736402
SATB1	23.21946023	4.22984014	0.0288058	0.13319672	1.31264637	1.1637947	2.90174185	0.0948439	2.00144259	0.05942623	0.12970711
SCIMP	0.011600379	0.412433393	0.006772224	0.368852459	8.765807963	1.535915015	2.45511389	0.035950804	0.12406232	0.040983607	0.016736402
SCPEP1	3.1309186	1.2472469	0.1562381	0.6188525	11.2868852	5.1760237	5.4734256	0.3517029	0.432487	1.4836066	47.1841004
SEC11C	9.2405303	3.68028419	0.04187333	0.21311475	4.18266979	0.63627941	1.40017865	0.03027436	1.28880554	36.04918033	0.29707113
SELENOM	4.715672348	1.103730018	0.005436856	0.006147541	0.930913349	0.020566982	0.626172398	0.001773888	0.466820542	0.422131148	0.012552301
SEMA3C	0.002367424	0.001420959	0.001144601	0.030737705	0.007025761	0.330121673	0.001786512	0.013599811	0.003750721	0.00204918	0.012552301
SEMA4A	0.20809659	0.0330373	0.01640595	0.23770492	0.02107728	1.19226731	0.02903082	0.69027909	0.0288517	2.84631148	0.0334728
SEPTIN6	18.9285038	8.764476	0.1237123	0.3032787	6.8840749	1.3409301	4.6020545	0.1189688	2.1070398	5.5163934	40.1589958
SERINC5	17.87855114	0.96305506	0.01220908	0.1045082	0.69437939	0.85911926	0.24475212	0.05558184	0.15781881	0.07581967	0.0334728
SESN1	6.16595644	1.94600355	0.01716902	0.22336066	8.04098361	2.38916682	7.23179991	0.06811731	0.9339296	0.24590164	0.0376569
SESN3	4.90648674	0.51687389	4.01049218	0.09221311	0.55854801	0.3557532	0.69093345	0.0614948	0.04731679	0.13934426	0.12970711
SET	36.7585227	11.0216696	0.1054941	0.817623	22.1124122	4.6506701	12.4604734	0.2034059	7.3834391	18.8012295	11.3012552
SETBP1	0.003077652	0.272468917	0.001335368	0.004098361	3.176814988	0.017664134	0.903528361	0.011116367	0.256203116	1.036885246	0.0041841
SGTB	3.970170455	0.896980462	0.007630675	0.135245902	0.090163934	0.667778395	0.114336757	0.174668874	0.097230237	0.307377049	0.062761506
SH2D1B	0.001657197	1.6	0.005246089	0.00204918	0.003512881	0.01148786	0.004912908	0.0004730369	12.21696	0.02254098	0
SH3BGRL	29.8922822	8.8152753	1.4414346	1.4077869	22.2564403	7.7747514	10.9160339	0.4205298	6.694749	2.3340164	60.5481172
SH3GLB1	4.7199337	1.3790409	0.144029	0.5	2.4508197	2.2836144	0.7213042	2.506859	2.1428159	3.4262295	1.5313808
SH3YL1	4.169744318	2.022380107	0.004483022	0.047131148	1.724824356	0.137977889	0.251004913	0.006740776	0.669359492	0.204918033	0.020920502
SHISA8	0.0066287879	0.0010657194	0.0004769172	0	0.2365339578	0.0008029152	0.0375167485	0.0001182592	0.0025966532	0.012295082	0
SIGLEC14	0.00686553	0.003552398	0.004578405	0.180327869	1.097189696	1.098140942	0.948637785	0.2134579	0.00778996	0.018442623	0
SIGLEC6	0.001657197	0.0017761989	0	0	1.2833723653	0.00296461	0.2974542206	0.0004730369	0.0023081362	0.0225409836	0.0041841004
SIRPA	0.01515152	0.02628774	0.02298741	0.3852459	0.0175644	2.03242542	0.02143814	0.83999527	0.03462204	0.13319672	0.09205021
SIRPG	23.32789	2.618828	0.0003815338	0	0	0.001791119	0	0.0001182592	0.1156953	0.006147541	0
SKAP1	32.449810606	11.317939609	0.01163678	0	3.87470726	0.014452474	7.012058955	0.002601703	3.667051356	0.375	0.020920502
SLAMF1	5.5973011364	0.7456483126	0.0018122854	0.0020491803	1.1615925059	0.0169847446	1.8302813756	0.0007095553	0.0037507213	0.7049180328	0
SLAMF7	0.599668561	5.601065719	0.006772224	0.00204918	0.588992974	0.039404607	0.024564538	0.005321665	3.13762262	4.56352459	0.0041841
SLC15A3	0.15530303	0.01776199	0.01430752	0.27868852	0.31381733	1.2704589	1.32871818	0.24491485	0.01961916	0.12090164	0.0125523
SLC22A4	0.012547348	0.003552398	0.963945059	0.034836066	0.00117096	0.110122908	0.002679768	0.227767266	0.003462204	0.012295082	0.025104603
SLC25A37	4.9803504	3.7992895	220.7415109	0.3483607	6.2681499	3.789698	1.9428316	10.1142384	0.6970571	2.2090164	1.1631799
SLC25A39	15.84185606	3.19431616	235.76077833	0.2192623	5.02810304	0.96615404	1.29656096	0.03512299	1.77091748	2.65778689	23.34728033
SLC39A10	2.747159091	0.63410302	0.008489126	0.073770492	1.245901639	0.452288308	1.417150514	0.008041627	0.376226197	0.491803279	0.171548117
SLC49A3	0.025094697	0.012078153	0.003147654	0.038934426	0.00117096	0.325427707	0.041983028	0.017384106	0.025966532	0.030737705	0
SLC4A7	1.845407197	2.039431616	0.007630675	0.090163934	1.600702576	0.549132234	0.298347477	0.005439924	0.885170225	0.56352459	0.054393305
SLC8A1	0.013494318	0.021314387	0.017932087	0.342213115	0.012880562	1.638873448	0.008932559	0.970671712	0.030871321	0.075819672	0.016736402
SLC9A3R1	16.171875	11.9783304	0.0397749	0.2479508	2.9379391	0.6919276	1.973649	0.5600757	4.8814195	3.5368852	106.1506276
SLFN12L_ENSG00000205045	0.866950758	1.340674956	0.00305227	0.00204918	0.614754098	0.012908406	0.004912908	0.014191107	0.675995384	0.104508197	0.0041841
SMAD7	1.722064394	0.981882771	0.002956887	0.034836066	0.029274005	0.219134087	0.028137561	0.010761589	1.372475476	0.135245902	0.0041841
SMARCB1	1.35700758	0.64689165	0.01449828	0.27663934	3.03747073	0.47019949	1.56945065	0.02613529	0.63040969	5.14959016	0.18410042
SNHG1	13.53977273	2.77015986	0.01287676	0.12090164	2.9028103	0.47007597	2.25949084	0.015965	3.41055972	1.70081967	0.09623431
SNHG25	1.48887311	0.40817052	0.07344525	0.02663934	0.61709602	1.30609598	0.59133542	0.10525071	0.16330063	2.73770492	0.23849372
SNHG5	20.61316288	7.82912966	0.08365128	0.40368852	9.8911007	4.22889259	4.12550246	0.13895459	3.36930179	9.91598361	0.68619247
SNHG7	1.88944129	0.77655417	0.02298741	0.28893443	2.62177986	0.80853561	1.84993301	0.0577105	0.27034045	1.34016393	0.66945607
SNRPD2	31.20265152	10.08348135	0.18132392	1.30327869	18.80093677	2.70434192	6.34702992	0.08833964	4.10155799	11.55942623	1.07949791
SNX2	18.9569129	4.0809947	0.9477299	0.6864754	23.5562061	3.3290717	14.2885217	0.1326868	3.0825159	1.5594262	0.3138075
SNX29	2.17518939	0.77015986	0.80894697	0.15368852	3.12997658	1.37094682	4.24430549	0.06184957	0.17368725	0.83811475	0.08368201
SOCAR	0.8399621212	0.0262877442	0.0004769172	0.006147541	0	0.0237168797	0	0.0009460738	0.0014425851	0.0143442623	0
SOCS1	1.31912879	0.7705151	0.01011064	0.02459016	0.49297424	0.05379532	0.73559625	0.0115894	0.7983266	0.1557377	0.05439331
SOCS3	4.2265625	0.47921847	0.02241511	0.18852459	0.06791569	1.63189426	0.01831175	0.38032167	0.08280439	0.58606557	0.26359833
SORBS3	0.5002367424	0.3335701599	0.0025753529	0.0778688525	0.0257611241	0.2406892718	0.1759714158	0.0003547777	0.1419503751	0.0163934426	0.0041841004
SP140	4.149621212	4.741385435	0.00610454	0.024590164	10.731850117	0.242974492	6.765520322	0.008278146	1.345066359	2.954918033	0.0041841
SP140L	7.14109848	1.92326821	0.01526135	0.14139344	7.16393443	1.24309802	7.33452434	0.01513718	1.16849394	0.6147541	0.0125523
SPARC	0.334517	0.348135	0.8314575	0.04918033	0.1065574	2.083503	0.1277356	0.08940397	0.1895557	0.272541	1445.264
SPI1	0.06983902	0.11722913	0.12428462	3.34016393	1.11358314	6.16607992	0.61411344	4.79730369	0.17686093	0.97336066	0.26778243
SPIB	0.003551136	0.004618117	0.002670736	0.00204918	3.134660422	0.010746711	3.358642251	0.00153737	0.009521062	0.057377049	0
SPINT2	7.52367424	0.76838366	0.03319344	0.31762295	2.81030445	1.50688654	3.49620366	0.11471145	0.03606463	0.36270492	98.89539749
SPN	3.54214015	2.81847247	0.02107974	0.15983607	0.01639344	0.64189982	0.02858419	0.09035005	2.15118292	2.375	0.31380753
SRM	7.96898674	1.76625222	0.03815338	0.1352459	1.93911007	1.3239454	3.92898615	0.01017029	0.29284478	13.92213115	0.42677824
SRSF5	59.7173295	20.0923623	0.1320107	1.045082	22.3840749	5.3803965	20.6225994	1.0995743	10.8522793	8.2233607	0.6820084
SRSF8	14.23887311	1.76625222	4.48798169	0.05737705	4.42037471	0.28565252	1.52925413	0.00768685	1.35949221	0.71311475	15.0251046
SS18L2	12.92708333	4.24582593	0.0172644	0.15778689	13.57611241	0.59205732	3.3130862	0.06740776	0.77380265	1.90163934	0.08786611
SSPN	0.001657197	0.0010657194	0.0004769172	0	4.87470726	0.0020999321	0.0227780259	0.0002365184	0.0008655511	0.9303278689	0
ST14	0.008285985	0.004973357	0.005055322	0.110655738	1.362997658	0.554629115	0.149173738	0.026490066	0.010098096	0.057377049	0.008368201
ST3GAL1.DT	0.0726799242	0.0824156306	0.0009538344	0.012295082	0.0175644028	0.3634735347	0.0017865118	0.0113528855	0.051067513	0.0430327869	0.0083682008
ST3GAL5	4.114346591	1.136767318	0.004101488	0.106557377	6.579625293	1.75387561	2.115230013	0.002365184	0.20830929	0.305327869	0.062761506
ST6GAL1	9.07930871	3.36092362	0.04215948	0.05327869	12.93325527	0.27299117	13.45243412	0.02258751	1.84448932	3.35655738	5.85774059
ST8SIA6	0.095407197	0.081705151	0.0039107211	0	0	0.0029028473	0.0008932559	0.0003547777	0.5201961916	0.0081967213	0.1924686192
STAB1	0.328125	0.02699822	0.05255628	1.87704918	0.02810304	19.01432895	0.02813756	0.61482971	0.03750721	0.08606557	0.0376569
STAT4	11.753787879	6.012433393	0.005055322	0.00204918	1.299765808	0.009079118	0.008485931	0.007805109	4.050490479	0.081967213	0.008368201
STIM2	4.6015625	3.040497336	0.009919878	0.057377049	3.697892272	0.329565808	2.085752568	0.040089877	1.568090017	1.426229508	0.050209205
STK11	1.15340909	0.42202487	0.39526898	0.14344262	0.22131148	0.77141622	0.21438142	0.08017975	0.33814195	0.68852459	0.11297071
STMN3	2.457623106	0.425222025	0.005436856	0.008196721	1.264637002	0.035266506	0.34569004	0.007450331	0.049336411	0.151639344	0.0041841
STOM	9.69649621	4.50550622	7.30141167	0.25	0.07377049	1.21425483	0.33139795	1.8897824	3.84881708	0.34016393	261.40167364
STYK1	0.0546875	1.6902309059	0.0038153377	0	0	0.001482305	0.000446628	0.0007095553	0.0210617426	0	0
SUGP2	2.88091856	2.42522202	0.02231973	0.27868852	1.56323185	2.12191958	0.87717731	0.48580889	0.88892095	1.45696721	0.06694561
SULT1A1	1.78669508	0.13001776	0.01354445	2.08811475	0.08548009	5.02976963	0.02188477	0.63067644	0.20109636	0.2397541	0.13389121
SUN2	6.13494318	4.83623446	0.03920259	0.24795082	3.12763466	1.10011735	2.6007146	0.33100757	3.13589152	1.22540984	0.07112971
SUSD3	11.6796875	0.848667851	0.005341473	0.010245902	4.62412178	0.061886233	1.425189817	0.059602649	0.009521062	0.676229508	13.958158996
SUZ12	1.48366477	0.88312611	0.03176269	0.14344262	1.10772834	0.8896918	0.79321126	0.29422895	1.12781304	3.99590164	0.23012552
SYNE1	5.67850379	7.06998224	0.04406715	0.06147541	1.10538642	0.36483231	1.25636445	2.35406812	6.74350837	1.73565574	0.12133891
SYNE2	15.17495265	11.06678508	0.56581457	0.00204918	0.81615925	0.08819715	0.22018758	2.01442763	8.10040392	3.5102459	0.06276151
SYNGR1	0.193655303	0.264298401	0.009633728	0.096311475	0.633489461	0.428818479	0.219740956	0.008159886	0.519330641	0.090163934	0.0041841
SYNM	0.036458333	0.142806394	0.001335368	0	0.00117096	0.01846705	0.003126396	0.002365184	0.004039238	0.05942623	13.928870293
SYT1	0.0009469697	0.0007104796	0.0005723006	0.0225409836	1.1007025761	0.0713359274	0.0040196516	0.0002365184	0.000577034	0.1024590164	0
SYTL1	6.54995265	1.51083481	0.01917207	0.0307377	3.14754098	0.26928541	1.43233586	0.15598392	2.4627813	0.57786885	0.0125523
SYTL3	2.691761364	2.857548845	0.007344525	0.024590164	0.036299766	0.149095176	0.009825815	0.188386944	4.556260819	0.329918033	0.016736402
TAF10	0.8094223	0.8763766	0.1830408	0.1864754	0.6651054	0.8449756	0.4175971	0.3252129	0.4699942	2.1209016	5.2426778
TAF7	19.2256155	7.4209591	1.0113506	0.1577869	16.0644028	0.7635724	11.7463153	0.4751656	5.1482977	1.8463115	8.6610879
TAFA1	0.2251420455	0.1836589698	0	0	0	0.0030263727	0	0.0001182592	0.0790536642	0	0
TAGAP	13.55421402	5.1044405	0.01297215	0.04918033	5.80796253	0.36526465	3.05716838	0.3596263	2.44662435	0.61680328	0.0167364
TALDO1	19.643466	5.899112	17.707936	3.122951	3.819672	12.920079	4.467173	3.985336	1.848529	6.067623	139.807531
TAPT1	2.83570076	0.12220249	0.03739031	0.04098361	2.53044496	0.63263541	3.28003573	0.06965468	0.28418927	0.4795082	0.14225941
TBC1D4	3.043323864	0.126820604	0.002670736	0.032786885	1.018735363	0.154839108	0.074586869	0.001064333	0.300634737	0.030737705	0.054393305
TBX21	0.9287405303	3.5335701599	0.0055322396	0	0.393442623	0.0058674572	0.010719071	0.0009460738	2.4567224466	0.0737704918	0.0083682008
TCEA1	5.9512311	1.3754885	0.877623	0.7766393	7.0480094	2.0222963	2.8401072	0.2068354	2.0219273	6.1413934	0.8242678
TCF25	11.62997159	3.31083481	0.07697444	1.4897541	8.82552693	8.81217961	2.5127289	0.61530274	3.32400462	5.87090164	0.51046025
TCF4	0.019176136	0.055417407	0.007535292	0.155737705	9.24824356	0.92131431	8.935685574	0.029683065	0.173398731	4.237704918	0.209205021
TCF7	23.446022727	5.56589698	0.013258298	0.010245902	2.638173302	0.061145081	0.132201876	0.010879849	1.177149452	0.280737705	0.008368201
TCIRG1	5.9886364	1.4806394	0.2649752	1.2684426	4.4976581	16.4655673	0.3242519	0.9415799	1.3768032	1.3340164	0.1129707
TCL1A	0.02817235	0.01776199	0.01115986	0.0204918	42.52693	0.01371132	116.8955	0.0007095553	0.01990767	0.04918033	0
TCN2	0.06344697	0.011367673	0.01192293	0.575819672	0.011709602	1.508368847	0.012058955	0.007095553	0.023658396	0.071721311	0
TENT5C	5.88636364	0.51119005	14.41377337	0.00204918	2.03629977	0.07003891	1.00848593	0.02140492	0.47720716	6.45696721	0.88284519
TEX9	0.021070076	0.005683837	0.009729111	0	0.200234192	0.014699524	0.005359536	0.001419111	0.00288517	0.766393443	0.046025105
TFDP2	2.25686553	1.99076377	1.02527661	0.03893443	0.735363	0.21098141	0.78829835	0.03985336	1.66791691	0.49180328	0.21757322
TFEC	0.00875947	0.01598579	0.01115986	0.30737705	0.470726	2.10061145	0.06029477	0.03831599	0.02106174	0.05942623	0.05439331
TGFB1I1	0.125710227	0.014564831	0.017836704	0.00204918	0.015222482	0.033166574	0.014292095	0.003784295	0.013271783	0.022540984	56.548117155
TGFBI	0.228219697	0.023445826	0.013067531	0.760245902	0.011709602	3.003767525	0.006699419	0.009578997	0.030582804	0.05942623	0.029288703
TGFBR1	1.633285985	1.218117229	0.005246089	0.06557377	0.245901639	0.275894015	0.111210362	0.199266793	1.038372764	0.165983607	0.020920502
TGFBR3L	0.041193182	0.01598579	0.001812285	0.00204918	0.00117096	0.001173491	0	0	0.003750721	0.008196721	0
THBD	0.0007102273	0.0028419183	0.0019076688	0.0204918033	0.0046838407	0.1474893459	0.0049129075	0.0652790918	0.0025966532	0.0102459016	0.0209205021
THBS1.IT1	0.001893939	0.013143872	0.006486074	0	0.010538642	1.456488172	0.001786512	0.012298959	0.029140219	0.028688525	0.025104603
THEMIS	0.9597537879	0.4731793961	0.0014307516	0	0.0023419204	0.00296461	0.0013398839	0.0001182592	0.0490478938	0.012295082	0.0041841004
TIMP1	8.9214015	2.8067496	0.442293	3.0348361	0.7693208	11.1571861	0.4327825	1.3482734	1.4924986	0.7336066	285.3682008
TIMP2	0.0390625	0.05222025	0.03796261	0.47745902	0.6030445	3.07312705	0.4041983	1.19654683	0.07645701	0.83196721	0.08368201
TIMP3	0.0014204545	0.0042628774	0.0020030523	0	0.0011709602	0.0020381694	0.0098258151	0.0008278146	0.0014425851	0	6.7824267782
TLE1	0.06321023	0.50550622	0.01564288	0.01434426	6.97189696	0.09184115	4.85573917	0.15219962	1.11165609	2.86270492	0.0167364
TLE3	2.16950758	0.87388988	0.02346433	0.18442623	3.61943794	1.92230251	0.59401519	1.00934248	0.07328332	1.2704918	0.12970711
TLE5	29.73958333	8.60248668	0.3364174	0.56352459	7.5	2.44450621	6.42295668	0.02530747	5.62233122	5.65163934	2.66527197
TLR10	0.004261364	0.004618117	0.00276612	0	3.040983607	0.017849423	1.076373381	0.224337748	0.012117715	0.120901639	0.0041841
TLR2	0.16335227	0.03694494	0.08174361	0.56967213	0.92388759	6.25958866	0.02501117	1.79517502	0.08049625	0.18237705	0.07112971
TLR8	0.013731061	0.01740675	0.01163678	0.131147541	0.012880562	0.934408004	0.007592675	0.840350047	0.033467975	0.06352459	0.016736402
TMC6	7.94010417	1.98827709	0.03061808	0.1352459	4.80444965	1.91939967	2.60116123	0.11754967	3.12954414	2.26639344	0.05857741
TMC8	9.12215909	6.68312611	0.01974437	0.12909836	3.53278689	0.90680007	2.18981688	0.06835383	2.88401616	0.6045082	0.06694561
TMEM123	21.07267992	5.97087034	0.03452881	0.42622951	6.07142857	2.53844729	3.811523	0.28630558	1.8338142	1.62090164	0.72384937
TMEM14C	6.36860795	0.93641208	0.04683327	0.56147541	4.21311475	0.90420604	2.37874051	0.02708136	0.10069244	1.375	0.35146444
TMEM154	2.77580492	1.57087034	0.01516597	0.16598361	4.41334895	0.87178062	3.49263064	1.83751183	0.30409694	1.49795082	0.06276151
TMEM204	14.346354167	1.561989343	0.002384586	0.004098361	0.007025761	0.009140881	0.188476999	0.001419111	0.41661858	0.008196721	31.644351464
TMEM238	0.434185606	0.202841918	0.006199924	0	0.221311475	0.06386264	0.0830728	0.010170293	0.098095788	1.383196721	0.016736402
TMEM273	3.395359848	1.547069272	0.025467379	0.004098361	5.257611241	0.047433759	0.010719071	0.08230842	0.707443739	0.155737705	0.012552301
TMEM40	0.32339015	0.03339254	0.04187333	0.0102459	0.01405152	0.37520845	0.02456454	0.02187796	0.02827467	0.04713115	67.10878661
TMOD2	0.472774621	0.108703375	0.002575353	0.084016393	0.098360656	0.260700389	0.054935239	0.02589877	0.020484709	0.022540984	0.008368201
TMSB15A	0.0002367424	0.001420959	0.002098436	0	0.00117096	0.001914644	0.0008932559	0.0004730369	0.0441431	0.008196721	17.75314
TNFAIP2	0.0234375	0.03339254	0.03681801	1.39754098	0.03981265	15.52214193	0.02099151	0.8903737	0.04760531	0.13729508	0.0460251
TNFRSF10A	2.296164773	0.157015986	0.002861503	0.028688525	1.094847775	0.218825273	2.108530594	0.018211921	0.033467975	0.260245902	0.0041841
TNFRSF10C	0.008522727	0.014564831	0.010015261	0.004098361	0.004683841	0.056080539	0.00223314	0.79269158	0.010386613	0.045081967	0.050209205
TNFRSF13B	0.004971591	0.005683837	0.006390691	0	1.365339578	0.003026373	0.301027244	0.001892148	0.005193306	4.774590164	0.008368201
TNFRSF13C	0.197916667	0.029484902	0.013735216	0	12.209601874	0.017602372	6.564091112	0.001064333	0.027986151	0.301229508	0
TNFRSF17	0.002130682	0.002486679	0.092617322	0	0.073770492	0.005002779	0.105404198	0.002010407	0.005193306	12.450819672	0.033472803
TNFSF12	1.980823864	0.389698046	0.007630675	0.141393443	1.163934426	0.771477982	0.245645377	0.048959319	0.417772649	0.045081967	0.029288703
TNFSF13B	1.23153409	0.06145648	0.01831362	0.87704918	0.03864169	3.75999012	0.43903528	0.68696783	0.31419504	0.10860656	0.19665272
TNFSF8	10.628077652	1.047246892	0.003243037	0.014344262	2.033957845	0.071582978	0.290308173	0.046594134	0.175706867	0.104508197	0.0041841
TNFSF9	0.0037878788	0.0177619893	0.0003815338	0	0.3138173302	0.0191464394	0.0084859312	0.0004730369	0.0069244085	0.0471311475	0.0167364017
TNS3	0.002840909	0.009236234	0.006962991	0.12704918	1.635831382	0.897720956	0.456453774	0.015491958	0.010098096	0.206967213	0.133891213
TOR1AIP2	2.929214	1.4085258	0.5026707	0.1352459	0.6042155	1.3871287	0.8177758	0.3515847	0.965378	1.4077869	0.1799163
TPRG1	0.9190340909	1.896625222	0.0005723006	0.0040983607	0	0.0355135569	0	0.0008278146	0.0060588575	0.1413934426	0
TRABD2A	14.75781	1.820959	0.003624571	0.008196721	0.1920375	0.01352603	0.4756588	0.0007095553	0.6506059	0.05122951	0
TRAC	151.5362	30.8341	0.01316291	0.00204918	0.8489461	0.02427274	1.76418	0.002128666	2.074149	0.3831967	0.008368201
TRAF3IP3	49.73910985	15.28028419	0.02871042	0.42213115	7.19555035	1.36674696	11.01205895	0.14001892	9.66964801	3.04918033	0.0376569
TRAF5	3.231297348	0.906571936	0.006199924	0.020491803	6.174473068	0.093570502	3.49665029	0.002365184	1.618869013	0.112704918	0.008368201
TRANK1	3.325757576	1.040852575	0.005436856	0.073770492	0.992974239	0.099437959	0.488610987	0.141556291	0.55914599	0.37295082	0.020920502
TRAPPC2	10.83688447	4.02060391	0.01135063	0.02663934	3.51522248	0.24575381	3.10049129	0.04115421	3.27207155	0.49385246	41.20920502
TRAT1	41.81842	6.730728	0.003529187	0.006147541	0.008196721	0.005682169	0.004019652	0.0005912961	0.02856319	0.03278689	0
TRAV13.2	3.579782197	0.0756660746	0	0	0	0.0003705762	0	0	0.0049047894	0	0
TRAV14DV4	1.371212121	1.895914742	0	0	0	0	0	0	0.166185805	0	0
TRBC1	60.689867424	15.290941385	0.142884395	0.012295082	0.057377049	0.03057254	0.043322912	0.003429518	6.031736872	0.219262295	0.033472803
TRBC2	67.708806818	19.063232682	0.039584128	0.014344262	6.195550351	0.035760608	5.079499777	0.004730369	3.327178304	1.305327869	0.037656904
TRBV28	1.434896	1.247602	9.538344e-05	0	0	0.0003705762	0	0	0.0008655511	0.00204918	0.008368201
TRBV6.4	0.035511364	0.110124334	0	0	0	0	0	0	0.001442585	0	0
